Container;treatment;rain;olivine;crop;olivine_yesno;plant_yesno;replica;depth;daysafterseeding;date;Unique_ID;Mg_umol_l;DSi_umol_l;Cr_nmol_l;Ni_nmol_l;DIC_umol_kg;water_outflow_ml;water_outflow_measurement_date;pH_NBS;pH_remarks;pH_measurement_date
28;Mesocosm;Contineous;coarse;Barley;ol_yes;plant_yes;3;2;568;12-May-2015 00:00:00;2015-05-12_28.2;290.5574985;156.8781044;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
29;Mesocosm;Contineous;coarse;Barley;ol_yes;plant_yes;1;2;568;12-May-2015 00:00:00;2015-05-12_29.2;286.3196873;155.3114596;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
30;Mesocosm;Contineous;none;Wheat;ol_no;plant_yes;4;2;568;12-May-2015 00:00:00;2015-05-12_30.2;87.01913187;176.7460077;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
31;Mesocosm;Contineous;none;Barley;ol_no;plant_yes;5;2;568;12-May-2015 00:00:00;2015-05-12_31.2;95.65932936;199.0706948;NaN;NaN;NaN;5;12-May-2015 00:00:00;NaN;;NaT
32;Mesocosm;Contineous;none;Wheat;ol_no;plant_yes;3;2;568;12-May-2015 00:00:00;2015-05-12_32.2;123.3491051;184.5080202;NaN;NaN;NaN;59;12-May-2015 00:00:00;NaN;;NaT
33;Mesocosm;Contineous;none;Wheat;ol_no;plant_yes;1;2;568;12-May-2015 00:00:00;2015-05-12_33.2;105.9864225;163.9280056;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
34;Mesocosm;Contineous;none;Barley;ol_no;plant_yes;3;2;568;12-May-2015 00:00:00;2015-05-12_34.2;95.24789138;156.7712877;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
35;Mesocosm;Contineous;coarse;Wheat;ol_yes;plant_yes;4;2;568;12-May-2015 00:00:00;2015-05-12_35.2;275.2931496;155.7387264;NaN;NaN;NaN;45;12-May-2015 00:00:00;NaN;;NaT
36;Mesocosm;Contineous;coarse;Wheat;ol_yes;plant_yes;2;2;568;12-May-2015 00:00:00;2015-05-12_36.2;373.585682;161.0439551;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
37;Mesocosm;Contineous;coarse;Wheat;ol_yes;plant_yes;5;2;568;12-May-2015 00:00:00;2015-05-12_37.2;266.9409587;158.3735379;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
38;Mesocosm;Contineous;fine;Barley;ol_yes;plant_yes;1;2;568;12-May-2015 00:00:00;2015-05-12_38.2;2595.350751;106.2826013;NaN;NaN;NaN;45;12-May-2015 00:00:00;NaN;;NaT
39;Mesocosm;Contineous;none;Barley;ol_no;plant_yes;2;2;568;12-May-2015 00:00:00;2015-05-12_39.2;87.43056984;168.1294618;NaN;NaN;NaN;25;12-May-2015 00:00:00;NaN;;NaT
40;Mesocosm;Contineous;coarse;Barley;ol_yes;plant_yes;4;2;568;12-May-2015 00:00:00;2015-05-12_40.2;NaN;NaN;NaN;NaN;NaN;0;12-May-2015 00:00:00;NaN;;NaT
41;Mesocosm;Contineous;fine;Barley;ol_yes;plant_yes;2;2;568;12-May-2015 00:00:00;2015-05-12_41.2;2459.987657;112.3355468;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
42;Mesocosm;Contineous;none;Barley;ol_no;plant_yes;1;2;568;12-May-2015 00:00:00;2015-05-12_42.2;91.29808681;166.2779726;NaN;NaN;NaN;39;12-May-2015 00:00:00;NaN;;NaT
43;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;2;2;568;12-May-2015 00:00:00;2015-05-12_43.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
44;Mesocosm;Event;none;Barley;ol_no;plant_yes;1;2;568;12-May-2015 00:00:00;2015-05-12_44.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
45;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;5;2;568;12-May-2015 00:00:00;2015-05-12_45.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
46;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;4;2;568;12-May-2015 00:00:00;2015-05-12_46.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
47;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;3;2;568;12-May-2015 00:00:00;2015-05-12_47.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
48;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;5;2;568;12-May-2015 00:00:00;2015-05-12_48.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
49;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;5;2;568;12-May-2015 00:00:00;2015-05-12_49.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
50;Mesocosm;Event;none;Barley;ol_no;plant_yes;3;2;568;12-May-2015 00:00:00;2015-05-12_50.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
51;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;2;2;568;12-May-2015 00:00:00;2015-05-12_51.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
52;Mesocosm;Event;none;Wheat;ol_no;plant_yes;2;2;568;12-May-2015 00:00:00;2015-05-12_52.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
53;Mesocosm;Event;none;Barley;ol_no;plant_yes;2;2;568;12-May-2015 00:00:00;2015-05-12_53.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
54;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;5;2;568;12-May-2015 00:00:00;2015-05-12_54.2;NaN;NaN;NaN;NaN;NaN;30;12-May-2015 00:00:00;NaN;;NaT
55;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;3;2;568;12-May-2015 00:00:00;2015-05-12_55.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
56;Mesocosm;Event;none;Wheat;ol_no;plant_yes;1;2;568;12-May-2015 00:00:00;2015-05-12_56.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
57;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;4;2;568;12-May-2015 00:00:00;2015-05-12_57.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
58;Blank;Event;fine;none;ol_yes;plant_no;4;2;568;12-May-2015 00:00:00;2015-05-12_58.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
59;Blank;Event;none;none;ol_no;plant_no;3;2;568;12-May-2015 00:00:00;2015-05-12_59.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
60;Blank;Event;fine;none;ol_yes;plant_no;3;2;568;12-May-2015 00:00:00;2015-05-12_60.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
61;Blank;Event;fine;none;ol_yes;plant_no;1;2;568;12-May-2015 00:00:00;2015-05-12_61.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
62;Blank;Event;none;none;ol_no;plant_no;1;2;568;12-May-2015 00:00:00;2015-05-12_62.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
63;Blank;Event;coarse;none;ol_yes;plant_no;3;2;568;12-May-2015 00:00:00;2015-05-12_63.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
64;Blank;Event;coarse;none;ol_yes;plant_no;2;2;568;12-May-2015 00:00:00;2015-05-12_64.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
65;Blank;Event;fine;none;ol_yes;plant_no;2;2;568;12-May-2015 00:00:00;2015-05-12_65.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
66;Blank;Event;coarse;none;ol_yes;plant_no;1;2;568;12-May-2015 00:00:00;2015-05-12_66.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
67;Blank;Event;none;none;ol_no;plant_no;2;2;568;12-May-2015 00:00:00;2015-05-12_67.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
68;Blank;Event;none;none;ol_no;plant_no;4;2;568;12-May-2015 00:00:00;2015-05-12_68.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
69;Blank;Event;coarse;none;ol_yes;plant_no;4;2;568;12-May-2015 00:00:00;2015-05-12_69.2;NaN;NaN;NaN;NaN;NaN;0;12-May-2015 00:00:00;NaN;;NaT
70;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;2;2;568;12-May-2015 00:00:00;2015-05-12_70.2;NaN;NaN;NaN;NaN;NaN;0;12-May-2015 00:00:00;NaN;;NaT
71;Mesocosm;Event;none;Barley;ol_no;plant_yes;4;2;568;12-May-2015 00:00:00;2015-05-12_71.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
72;Mesocosm;Event;none;Wheat;ol_no;plant_yes;4;2;568;12-May-2015 00:00:00;2015-05-12_72.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
73;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;1;2;568;12-May-2015 00:00:00;2015-05-12_73.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
74;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;2;2;568;12-May-2015 00:00:00;2015-05-12_74.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
75;Mesocosm;Event;none;Wheat;ol_no;plant_yes;3;2;568;12-May-2015 00:00:00;2015-05-12_75.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
76;Mesocosm;Event;none;Barley;ol_no;plant_yes;5;2;568;12-May-2015 00:00:00;2015-05-12_76.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
77;Mesocosm;Event;none;Wheat;ol_no;plant_yes;5;2;568;12-May-2015 00:00:00;2015-05-12_77.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
78;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;4;2;568;12-May-2015 00:00:00;2015-05-12_78.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
79;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;4;2;568;12-May-2015 00:00:00;2015-05-12_79.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
80;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;3;2;568;12-May-2015 00:00:00;2015-05-12_80.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
81;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;1;2;568;12-May-2015 00:00:00;2015-05-12_81.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
82;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;3;2;568;12-May-2015 00:00:00;2015-05-12_82.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
83;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;1;2;568;12-May-2015 00:00:00;2015-05-12_83.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
84;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;1;2;568;12-May-2015 00:00:00;2015-05-12_84.2;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
85;Blank no soil;Contineous;none;none;ol_no;plant_no;1;2;568;12-May-2015 00:00:00;2015-05-12_85.2;NaN;NaN;NaN;NaN;NaN;0;12-May-2015 00:00:00;NaN;;NaT
86;Blank no soil;Event;none;none;ol_no;plant_no;1;2;568;12-May-2015 00:00:00;2015-05-12_86.2;NaN;NaN;NaN;NaN;NaN;0;12-May-2015 00:00:00;NaN;;NaT
1;Mesocosm;Contineous;coarse;Barley;ol_yes;plant_yes;5;3;568;12-May-2015 00:00:00;2015-05-12_01.3;162.0654186;201.2426341;NaN;NaN;NaN;58;12-May-2015 00:00:00;NaN;;NaT
2;Mesocosm;Contineous;fine;Barley;ol_yes;plant_yes;4;3;568;12-May-2015 00:00:00;2015-05-12_02.3;794.8981691;150.7183422;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
3;Mesocosm;Contineous;fine;Wheat;ol_yes;plant_yes;1;3;568;12-May-2015 00:00:00;2015-05-12_03.3;778.0292121;146.3032526;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
4;Mesocosm;Contineous;fine;Wheat;ol_yes;plant_yes;3;3;568;12-May-2015 00:00:00;2015-05-12_04.3;365.0277721;173.1854516;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
5;Mesocosm;Contineous;fine;Wheat;ol_yes;plant_yes;2;3;568;12-May-2015 00:00:00;2015-05-12_05.3;329.273812;172.7581848;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
6;Mesocosm;Contineous;fine;Wheat;ol_yes;plant_yes;5;3;568;12-May-2015 00:00:00;2015-05-12_06.3;813.824316;143.4192021;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
7;Mesocosm;Contineous;none;Wheat;ol_no;plant_yes;5;3;568;12-May-2015 00:00:00;2015-05-12_07.3;151.8617568;191.9851881;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
8;Mesocosm;Contineous;none;Wheat;ol_no;plant_yes;2;3;568;12-May-2015 00:00:00;2015-05-12_08.3;156.9224439;178.2414413;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
9;Mesocosm;Contineous;coarse;Barley;ol_yes;plant_yes;5;3;568;12-May-2015 00:00:00;2015-05-12_09.3;144.7850237;196.0086165;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
10;Mesocosm;Contineous;fine;Barley;ol_yes;plant_yes;2;3;568;12-May-2015 00:00:00;2015-05-12_10.3;520.8804773;144.9858468;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
11;Mesocosm;Contineous;fine;Barley;ol_yes;plant_yes;3;3;568;12-May-2015 00:00:00;2015-05-12_11.3;1016.663238;158.4803546;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
12;Mesocosm;Contineous;coarse;Wheat;ol_yes;plant_yes;1;3;568;12-May-2015 00:00:00;2015-05-12_12.3;135.774532;176.3899521;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
13;Mesocosm;Contineous;none;Barley;ol_no;plant_yes;4;3;568;12-May-2015 00:00:00;2015-05-12_13.3;146.1016252;207.9364797;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
14;Mesocosm;Contineous;coarse;Wheat;ol_yes;plant_yes;3;3;568;12-May-2015 00:00:00;2015-05-12_14.3;141.7403826;203.1297289;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
15;Mesocosm;Contineous;fine;Wheat;ol_yes;plant_yes;4;3;568;12-May-2015 00:00:00;2015-05-12_15.3;1030.240691;139.4313792;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
16;Blank;Contineous;fine;none;ol_yes;plant_no;4;3;568;12-May-2015 00:00:00;2015-05-12_16.3;457.519029;230.5104057;NaN;NaN;NaN;58;12-May-2015 00:00:00;NaN;;NaT
17;Blank;Contineous;coarse;none;ol_yes;plant_no;1;3;568;12-May-2015 00:00:00;2015-05-12_17.3;253.0754989;252.3010094;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
18;Blank;Contineous;fine;none;ol_yes;plant_no;3;3;568;12-May-2015 00:00:00;2015-05-12_18.3;338.7368854;257.3213936;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
19;Blank;Contineous;coarse;none;ol_yes;plant_no;4;3;568;12-May-2015 00:00:00;2015-05-12_19.3;205.0195433;223.6029268;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
20;Blank;Contineous;coarse;none;ol_yes;plant_no;3;3;568;12-May-2015 00:00:00;2015-05-12_20.3;281.9995886;211.4258247;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
21;Blank;Contineous;fine;none;ol_yes;plant_no;2;3;568;12-May-2015 00:00:00;2015-05-12_21.3;530.7549887;220.9325097;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
22;Blank;Contineous;none;none;ol_no;plant_no;1;3;568;12-May-2015 00:00:00;2015-05-12_22.3;276.8154701;284.1323815;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
23;Blank;Contineous;none;none;ol_no;plant_no;2;3;568;12-May-2015 00:00:00;2015-05-12_23.3;196.6673524;252.4434317;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
24;Blank;Contineous;fine;none;ol_yes;plant_no;1;3;568;12-May-2015 00:00:00;2015-05-12_24.3;586.2991154;205.9781738;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
25;Blank;Contineous;none;none;ol_no;plant_no;3;3;568;12-May-2015 00:00:00;2015-05-12_25.3;268.3398478;220.8969041;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
26;Blank;Contineous;coarse;none;ol_yes;plant_no;2;3;568;12-May-2015 00:00:00;2015-05-12_26.3;261.7568402;204.5895569;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
27;Blank;Contineous;none;none;ol_no;plant_no;4;3;568;12-May-2015 00:00:00;2015-05-12_27.3;176.218885;223.994588;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
28;Mesocosm;Contineous;coarse;Barley;ol_yes;plant_yes;3;3;568;12-May-2015 00:00:00;2015-05-12_28.3;182.6784612;193.7654662;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
29;Mesocosm;Contineous;coarse;Barley;ol_yes;plant_yes;1;3;568;12-May-2015 00:00:00;2015-05-12_29.3;154.1658095;183.6534867;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
30;Mesocosm;Contineous;none;Wheat;ol_no;plant_yes;4;3;568;12-May-2015 00:00:00;2015-05-12_30.3;149.8868546;206.0849905;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
31;Mesocosm;Contineous;none;Barley;ol_no;plant_yes;5;3;568;12-May-2015 00:00:00;2015-05-12_31.3;128.9858054;206.4766517;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
32;Mesocosm;Contineous;none;Wheat;ol_no;plant_yes;3;3;568;12-May-2015 00:00:00;2015-05-12_32.3;153.9189467;181.0542807;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
33;Mesocosm;Contineous;none;Wheat;ol_no;plant_yes;1;3;568;12-May-2015 00:00:00;2015-05-12_33.3;159.0207776;175.5354186;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
34;Mesocosm;Contineous;none;Barley;ol_no;plant_yes;3;3;568;12-May-2015 00:00:00;2015-05-12_34.3;146.554207;189.7420377;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
35;Mesocosm;Contineous;coarse;Wheat;ol_yes;plant_yes;4;3;568;12-May-2015 00:00:00;2015-05-12_35.3;167.7844065;204.7319791;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
36;Mesocosm;Contineous;coarse;Wheat;ol_yes;plant_yes;2;3;568;12-May-2015 00:00:00;2015-05-12_36.3;127.8337791;175.2505741;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
37;Mesocosm;Contineous;coarse;Wheat;ol_yes;plant_yes;5;3;568;12-May-2015 00:00:00;2015-05-12_37.3;164.7397655;218.2976981;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
38;Mesocosm;Contineous;fine;Barley;ol_yes;plant_yes;1;3;568;12-May-2015 00:00:00;2015-05-12_38.3;626.2085991;172.7581848;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
39;Mesocosm;Contineous;none;Barley;ol_no;plant_yes;2;3;568;12-May-2015 00:00:00;2015-05-12_39.3;158.3213331;207.829663;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
40;Mesocosm;Contineous;coarse;Barley;ol_yes;plant_yes;4;3;568;12-May-2015 00:00:00;2015-05-12_40.3;191.4420901;191.5935269;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
41;Mesocosm;Contineous;fine;Barley;ol_yes;plant_yes;2;3;568;12-May-2015 00:00:00;2015-05-12_41.3;479.7366797;157.6970323;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
42;Mesocosm;Contineous;none;Barley;ol_no;plant_yes;1;3;568;12-May-2015 00:00:00;2015-05-12_42.3;148.0765275;202.0971676;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
43;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;2;3;568;12-May-2015 00:00:00;2015-05-12_43.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
44;Mesocosm;Event;none;Barley;ol_no;plant_yes;1;3;568;12-May-2015 00:00:00;2015-05-12_44.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
45;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;5;3;568;12-May-2015 00:00:00;2015-05-12_45.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
46;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;4;3;568;12-May-2015 00:00:00;2015-05-12_46.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
47;Mesocosm;Event;fine;Barley;ol_yes;plant_yes;3;3;568;12-May-2015 00:00:00;2015-05-12_47.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
48;Mesocosm;Event;fine;Wheat;ol_yes;plant_yes;5;3;568;12-May-2015 00:00:00;2015-05-12_48.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
49;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;5;3;568;12-May-2015 00:00:00;2015-05-12_49.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
50;Mesocosm;Event;none;Barley;ol_no;plant_yes;3;3;568;12-May-2015 00:00:00;2015-05-12_50.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
51;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;2;3;568;12-May-2015 00:00:00;2015-05-12_51.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
52;Mesocosm;Event;none;Wheat;ol_no;plant_yes;2;3;568;12-May-2015 00:00:00;2015-05-12_52.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
53;Mesocosm;Event;none;Barley;ol_no;plant_yes;2;3;568;12-May-2015 00:00:00;2015-05-12_53.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
54;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;5;3;568;12-May-2015 00:00:00;2015-05-12_54.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
55;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;3;3;568;12-May-2015 00:00:00;2015-05-12_55.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
56;Mesocosm;Event;none;Wheat;ol_no;plant_yes;1;3;568;12-May-2015 00:00:00;2015-05-12_56.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
57;Mesocosm;Event;coarse;Barley;ol_yes;plant_yes;4;3;568;12-May-2015 00:00:00;2015-05-12_57.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
58;Blank;Event;fine;none;ol_yes;plant_no;4;3;568;12-May-2015 00:00:00;2015-05-12_58.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
59;Blank;Event;none;none;ol_no;plant_no;3;3;568;12-May-2015 00:00:00;2015-05-12_59.3;NaN;NaN;NaN;NaN;NaN;15;12-May-2015 00:00:00;NaN;;NaT
60;Blank;Event;fine;none;ol_yes;plant_no;3;3;568;12-May-2015 00:00:00;2015-05-12_60.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
61;Blank;Event;fine;none;ol_yes;plant_no;1;3;568;12-May-2015 00:00:00;2015-05-12_61.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
62;Blank;Event;none;none;ol_no;plant_no;1;3;568;12-May-2015 00:00:00;2015-05-12_62.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
63;Blank;Event;coarse;none;ol_yes;plant_no;3;3;568;12-May-2015 00:00:00;2015-05-12_63.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
64;Blank;Event;coarse;none;ol_yes;plant_no;2;3;568;12-May-2015 00:00:00;2015-05-12_64.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
65;Blank;Event;fine;none;ol_yes;plant_no;2;3;568;12-May-2015 00:00:00;2015-05-12_65.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
66;Blank;Event;coarse;none;ol_yes;plant_no;1;3;568;12-May-2015 00:00:00;2015-05-12_66.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
67;Blank;Event;none;none;ol_no;plant_no;2;3;568;12-May-2015 00:00:00;2015-05-12_67.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
68;Blank;Event;none;none;ol_no;plant_no;4;3;568;12-May-2015 00:00:00;2015-05-12_68.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
69;Blank;Event;coarse;none;ol_yes;plant_no;4;3;568;12-May-2015 00:00:00;2015-05-12_69.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
70;Mesocosm;Event;coarse;Wheat;ol_yes;plant_yes;2;3;568;12-May-2015 00:00:00;2015-05-12_70.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
71;Mesocosm;Event;none;Barley;ol_no;plant_yes;4;3;568;12-May-2015 00:00:00;2015-05-12_71.3;NaN;NaN;NaN;NaN;NaN;60;12-May-2015 00:00:00;NaN;;NaT
